Date;Close
08/11/2021;2640,44
05/11/2021;2654,89
04/11/2021;2655,4
03/11/2021;2664,97
01/11/2021;2673,23
29/10/2021;2675,68
28/10/2021;2673,93
27/10/2021;2680,78
26/10/2021;2693,64
25/10/2021;2708
22/10/2021;2712,38
21/10/2021;2724,94
20/10/2021;2738,39
19/10/2021;2740,06
18/10/2021;2747,55
15/10/2021;2743,93
14/10/2021;2732,67
13/10/2021;2727,86
11/10/2021;2727,06
08/10/2021;2716,47
07/10/2021;2710,86
06/10/2021;2711
05/10/2021;2707,94
04/10/2021;2707,39
01/10/2021;2714,62
30/09/2021;2715,67
29/09/2021;2700,36
28/09/2021;2700,32
27/09/2021;2711,76
24/09/2021;2709,4
23/09/2021;2705,38
22/09/2021;2702,5
21/09/2021;2699,37
20/09/2021;2700,59
17/09/2021;2729,83
16/09/2021;2727,68
15/09/2021;2730,93
14/09/2021;2728,31
13/09/2021;2727,5
10/09/2021;2727,91
09/09/2021;2720,14
08/09/2021;2715,09
06/09/2021;2732,95
03/09/2021;2733,24
02/09/2021;2745,42
01/09/2021;2750,74
31/08/2021;2749,84
30/08/2021;2741,19
27/08/2021;2731,21
26/08/2021;2723,55
25/08/2021;2720,95
24/08/2021;2720,6
23/08/2021;2719,43
20/08/2021;2705,34
19/08/2021;2690,63
18/08/2021;2703,4
17/08/2021;2708,3
16/08/2021;2725,1
13/08/2021;2741,11
12/08/2021;2722,32
11/08/2021;2739,91
10/08/2021;2755,49
09/08/2021;2769,53
06/08/2021;2778,56
05/08/2021;2781,02
04/08/2021;2792,66
03/08/2021;2800,61
02/08/2021;2812,66
30/07/2021;2824,12
29/07/2021;2818,91
28/07/2021;2816,91
27/07/2021;2817,51
26/07/2021;2825,37
23/07/2021;2828,23
22/07/2021;2834,13
21/07/2021;2837,73
20/07/2021;2839,66
19/07/2021;2836,18
16/07/2021;2841,35
15/07/2021;2838,73
14/07/2021;2830,85
13/07/2021;2823,81
12/07/2021;2797,9
08/07/2021;2762,03
07/07/2021;2762,35
06/07/2021;2761,49
05/07/2021;2755,59
02/07/2021;2760,17
01/07/2021;2754,03
30/06/2021;2754,89
29/06/2021;2746,1
28/06/2021;2705,84
25/06/2021;2725,08
24/06/2021;2781,25
23/06/2021;2780,49
22/06/2021;2797,57
21/06/2021;2811,17
18/06/2021;2813,31
17/06/2021;2812,84
16/06/2021;2815,53
15/06/2021;2819,37
14/06/2021;2821,96
11/06/2021;2828,76
10/06/2021;2831,3
09/06/2021;2831,97
08/06/2021;2829,65
07/06/2021;2827,51
04/06/2021;2827,76
02/06/2021;2821,95
01/06/2021;2811,56
31/05/2021;2816,46
28/05/2021;2811,62
27/05/2021;2792,67
26/05/2021;2788,35
25/05/2021;2799,18
24/05/2021;2802,82
21/05/2021;2804,05
20/05/2021;2806,47
19/05/2021;2801,32
18/05/2021;2808,13
17/05/2021;2811,1
14/05/2021;2826,1
13/05/2021;2827,6
12/05/2021;2831,09
11/05/2021;2839,4
10/05/2021;2846,28
07/05/2021;2856,63
06/05/2021;2855,28
05/05/2021;2855,05
04/05/2021;2856,22
03/05/2021;2862,43
30/04/2021;2861,15
29/04/2021;2849,01
28/04/2021;2842,39
27/04/2021;2845,36
26/04/2021;2844,48
23/04/2021;2844,63
22/04/2021;2839,26
20/04/2021;2841,92
19/04/2021;2840,8
16/04/2021;2847,43
15/04/2021;2843,51
14/04/2021;2840,54
13/04/2021;2843,37
12/04/2021;2845,01
09/04/2021;2849,29
08/04/2021;2842,59
07/04/2021;2843,3
06/04/2021;2843,98
05/04/2021;2847,64
01/04/2021;2850,01
31/03/2021;2846,77
30/03/2021;2831,81
29/03/2021;2818,9
26/03/2021;2817,7
25/03/2021;2813,8
24/03/2021;2814,61
23/03/2021;2813,96
22/03/2021;2815,54
19/03/2021;2819,14
18/03/2021;2808,71
17/03/2021;2817,2
16/03/2021;2822,95
15/03/2021;2830,93
12/03/2021;2838,26
11/03/2021;2837,05
10/03/2021;2833,63
09/03/2021;2842,75
08/03/2021;2845,42
05/03/2021;2852,68
04/03/2021;2847,69
03/03/2021;2848,75
02/03/2021;2858,81
01/03/2021;2877,22
26/02/2021;2886,53
25/02/2021;2893,8
24/02/2021;2892
23/02/2021;2890,43
22/02/2021;2874,92
19/02/2021;2893,97
18/02/2021;2890,77
17/02/2021;2895,4
12/02/2021;2897,24
11/02/2021;2893,98
10/02/2021;2892,16
09/02/2021;2892,1
08/02/2021;2892,19
05/02/2021;2894,79
04/02/2021;2883,22
03/02/2021;2881,84
02/02/2021;2880,7
01/02/2021;2874,91
29/01/2021;2879,45
28/01/2021;2872,16
27/01/2021;2861,18
26/01/2021;2861,74
22/01/2021;2862,97
21/01/2021;2870,6
20/01/2021;2870,21
19/01/2021;2866,3
18/01/2021;2860,21
15/01/2021;2857,94
14/01/2021;2854,99
13/01/2021;2851,86
12/01/2021;2855,47
11/01/2021;2863,8
08/01/2021;2867,4
07/01/2021;2863,51
06/01/2021;2869,74
05/01/2021;2867,53
04/01/2021;2867,47
30/12/2020;2870,15
29/12/2020;2855,04
28/12/2020;2834,64
23/12/2020;2828,44
22/12/2020;2807,15
21/12/2020;2794,56
18/12/2020;2794,43
17/12/2020;2775,78
16/12/2020;2770,64
15/12/2020;2767,43
14/12/2020;2761,41
11/12/2020;2768,67
10/12/2020;2767,58
09/12/2020;2770,66
08/12/2020;2780
07/12/2020;2783,24
04/12/2020;2794,18
03/12/2020;2800,62
02/12/2020;2797,73
01/12/2020;2803,51
30/11/2020;2808,56
27/11/2020;2811,53
26/11/2020;2800,38
25/11/2020;2799,5
24/11/2020;2796,51
23/11/2020;2796,93
20/11/2020;2796,04
19/11/2020;2794,79
18/11/2020;2800,89
17/11/2020;2802,81
16/11/2020;2802,89
13/11/2020;2803,4
12/11/2020;2801,26
11/11/2020;2806,66
10/11/2020;2807,15
09/11/2020;2802,95
06/11/2020;2795,03
05/11/2020;2785,99
04/11/2020;2772,49
03/11/2020;2766,55
30/10/2020;2766,76
29/10/2020;2774,58
28/10/2020;2772,92
27/10/2020;2803,01
26/10/2020;2809,86
23/10/2020;2820,44
22/10/2020;2826,99
21/10/2020;2828,75
20/10/2020;2823,75
19/10/2020;2818,1
16/10/2020;2816,83
15/10/2020;2812,68
14/10/2020;2809,74
13/10/2020;2808,27
09/10/2020;2807,77
08/10/2020;2804,78
07/10/2020;2799,27
06/10/2020;2795,05
05/10/2020;2788,64
02/10/2020;2794,91
01/10/2020;2789,15
30/09/2020;2794,88
29/09/2020;2784,2
28/09/2020;2782,18
25/09/2020;2788,11
24/09/2020;2789,57
23/09/2020;2790,19
22/09/2020;2788,81
21/09/2020;2787,27
18/09/2020;2797,82
17/09/2020;2800,04
16/09/2020;2802,76
15/09/2020;2802,19
14/09/2020;2792,76
11/09/2020;2791,8
10/09/2020;2793,01
09/09/2020;2788,53
08/09/2020;2786,82
04/09/2020;2789,02
03/09/2020;2779,62
02/09/2020;2782,69
01/09/2020;2774,66
31/08/2020;2782,1
28/08/2020;2781,84
27/08/2020;2777,87
26/08/2020;2776,67
25/08/2020;2777,4
24/08/2020;2780,18
21/08/2020;2770,66
20/08/2020;2760,78
19/08/2020;2758,46
18/08/2020;2755,25
17/08/2020;2748,6
14/08/2020;2755,67
13/08/2020;2747,56
12/08/2020;2740,77
11/08/2020;2745,38
10/08/2020;2745,67
07/08/2020;2732,44
06/08/2020;2712,45
05/08/2020;2720,52
04/08/2020;2714,29
03/08/2020;2714,27
31/07/2020;2733,12
30/07/2020;2733,65
29/07/2020;2723,24
28/07/2020;2722,71
27/07/2020;2722,77
24/07/2020;2730,92
23/07/2020;2732,84
22/07/2020;2735,69
21/07/2020;2732,19
20/07/2020;2724,51
17/07/2020;2741,64
16/07/2020;2743,44
15/07/2020;2746,23
14/07/2020;2742,7
13/07/2020;2751,18
10/07/2020;2766,91
09/07/2020;2766,1
08/07/2020;2779,58
07/07/2020;2798,33
06/07/2020;2802,41
03/07/2020;2813,16
02/07/2020;2813,15
01/07/2020;2816,04
30/06/2020;2806,28
29/06/2020;2787,24
26/06/2020;2790,38
25/06/2020;2793,05
24/06/2020;2786,72
23/06/2020;2793,51
22/06/2020;2792,42
19/06/2020;2804,01
18/06/2020;2794,67
17/06/2020;2789,07
16/06/2020;2783,49
15/06/2020;2777,82
12/06/2020;2782,02
10/06/2020;2799,38
09/06/2020;2792,45
08/06/2020;2793,52
05/06/2020;2772,83
04/06/2020;2744,8
03/06/2020;2730,43
02/06/2020;2704,72
01/06/2020;2676,23
29/05/2020;2657,68
28/05/2020;2640,32
27/05/2020;2627,96
26/05/2020;2615,54
25/05/2020;2604,32
22/05/2020;2588,1
21/05/2020;2575,66
20/05/2020;2569,9
19/05/2020;2567,31
18/05/2020;2563,83
15/05/2020;2563,3
14/05/2020;2548,03
13/05/2020;2558,59
12/05/2020;2581,18
11/05/2020;2588,09
08/05/2020;2582,78
07/05/2020;2579,97
06/05/2020;2586,36
05/05/2020;2587,55
04/05/2020;2582,49
30/04/2020;2603,62
29/04/2020;2593,26
28/04/2020;2572,87
27/04/2020;2556,91
24/04/2020;2528,53
23/04/2020;2592,54
22/04/2020;2573,06
20/04/2020;2555,55
17/04/2020;2559,48
16/04/2020;2550,18
15/04/2020;2544,44
14/04/2020;2549,17
13/04/2020;2527,66
09/04/2020;2520,21
08/04/2020;2503,81
07/04/2020;2483,42
06/04/2020;2438,11
03/04/2020;2417,74
02/04/2020;2445,74
01/04/2020;2464,29
31/03/2020;2494,1
30/03/2020;2477,3
27/03/2020;2468,85
26/03/2020;2443,24
25/03/2020;2360,05
24/03/2020;2230,21
23/03/2020;2169,26
20/03/2020;2276,6
19/03/2020;2207,27
18/03/2020;2187,38
17/03/2020;2520,9
16/03/2020;2575,81
13/03/2020;2701,07
12/03/2020;2661,41
11/03/2020;2848,51
10/03/2020;2901,68
09/03/2020;2861,03
06/03/2020;2966,33
05/03/2020;2993,95
04/03/2020;3002,8
03/03/2020;2999,09
02/03/2020;2985,33
28/02/2020;2963,81
27/02/2020;2972,46
26/02/2020;2972,68
21/02/2020;3017,57
20/02/2020;3013,12
19/02/2020;3012,92
18/02/2020;3025,36
17/02/2020;3046,95
14/02/2020;3048,93
13/02/2020;3039,6
12/02/2020;3034,2
11/02/2020;3020,31
10/02/2020;3004,57
07/02/2020;3028,28
06/02/2020;3042,87
05/02/2020;3048,45
04/02/2020;3058,55
03/02/2020;3056
31/01/2020;3077,28
30/01/2020;3076,05
29/01/2020;3087,9
28/01/2020;3100,09
27/01/2020;3092,23
24/01/2020;3119,91
23/01/2020;3121,21
22/01/2020;3120,4
21/01/2020;3126,08
20/01/2020;3139,22
17/01/2020;3151,07
16/01/2020;3162,3
15/01/2020;3175,2
14/01/2020;3182,53
13/01/2020;3179,4
10/01/2020;3174,95
09/01/2020;3167,49
08/01/2020;3183,95
07/01/2020;3239,81
06/01/2020;3249,5
03/01/2020;3253,76
02/01/2020;3225,15
30/12/2019;3197,58
27/12/2019;3169,3
26/12/2019;3134,8
23/12/2019;3085,82
20/12/2019;3051,8
19/12/2019;3026,27
18/12/2019;3011,59
17/12/2019;2996,62
16/12/2019;2989,96
13/12/2019;2981,04
12/12/2019;2971,83
11/12/2019;2958,78
10/12/2019;2945,86
09/12/2019;2934,71
06/12/2019;2931,27
05/12/2019;2919,17
04/12/2019;2916,28
03/12/2019;2907,52
02/12/2019;2891,75
29/11/2019;2890,26
28/11/2019;2884,48
27/11/2019;2877,26
26/11/2019;2876,59
25/11/2019;2872,55
22/11/2019;2872,09
21/11/2019;2859,15
19/11/2019;2852,15
18/11/2019;2838,35
14/11/2019;2829,72
13/11/2019;2824,79
12/11/2019;2827,77
11/11/2019;2828,66
08/11/2019;2833,05
07/11/2019;2826,51
06/11/2019;2813,64
05/11/2019;2802,38
04/11/2019;2804,89
01/11/2019;2795,75
31/10/2019;2791,98
30/10/2019;2778,21
29/10/2019;2769,7
28/10/2019;2769,04
25/10/2019;2766,4
24/10/2019;2758,91
23/10/2019;2755,39
22/10/2019;2747,45
21/10/2019;2741,27
18/10/2019;2726,26
17/10/2019;2717,31
16/10/2019;2715,72
15/10/2019;2706,09
14/10/2019;2697,47
11/10/2019;2696,63
10/10/2019;2689,04
09/10/2019;2684,61
08/10/2019;2682,96
07/10/2019;2681,53
04/10/2019;2682,49
03/10/2019;2676,04
02/10/2019;2676,91
01/10/2019;2677,01
30/09/2019;2684,26
27/09/2019;2677,78
26/09/2019;2669,54
25/09/2019;2672,36
24/09/2019;2667,86
23/09/2019;2666,58
20/09/2019;2667,64
19/09/2019;2664,49
18/09/2019;2659
17/09/2019;2658,98
16/09/2019;2655,74
13/09/2019;2658,16
12/09/2019;2655,65
11/09/2019;2652,17
10/09/2019;2657,64
09/09/2019;2658,09
06/09/2019;2659,71
05/09/2019;2660,31
04/09/2019;2662,14
03/09/2019;2657,43
02/09/2019;2656,72
30/08/2019;2656,69
29/08/2019;2639,44
28/08/2019;2632,17
27/08/2019;2624,23
26/08/2019;2621,43
23/08/2019;2627,45
22/08/2019;2626,34
21/08/2019;2625,5
20/08/2019;2623,98
19/08/2019;2633,37
16/08/2019;2637,13
15/08/2019;2627,05
14/08/2019;2629,32
13/08/2019;2635,88
12/08/2019;2629,19
09/08/2019;2638,89
08/08/2019;2650,85
07/08/2019;2653,35
06/08/2019;2649,55
05/08/2019;2647,27
02/08/2019;2661,5
01/08/2019;2653,18
31/07/2019;2659,55
30/07/2019;2650,15
29/07/2019;2644,17
26/07/2019;2633,75
25/07/2019;2625,78
24/07/2019;2628,58
23/07/2019;2626,85
22/07/2019;2621,86
19/07/2019;2624,71
18/07/2019;2628,92
17/07/2019;2628,5
16/07/2019;2623,53
15/07/2019;2620,09
12/07/2019;2624,18
11/07/2019;2625,4
10/07/2019;2628,66
08/07/2019;2637,88
05/07/2019;2641,22
04/07/2019;2634,87
03/07/2019;2639,02
02/07/2019;2630,89
01/07/2019;2628,59
28/06/2019;2626,1
27/06/2019;2609,38
26/06/2019;2604,72
25/06/2019;2598,14
24/06/2019;2598,1
21/06/2019;2592,55
19/06/2019;2580,49
18/06/2019;2573,35
17/06/2019;2563,84
14/06/2019;2561,24
13/06/2019;2559,06
12/06/2019;2559,73
11/06/2019;2560,29
10/06/2019;2565,06
07/06/2019;2567,99
06/06/2019;2560,6
05/06/2019;2558,86
04/06/2019;2557,3
03/06/2019;2557
31/05/2019;2552,69
30/05/2019;2543,76
29/05/2019;2528,64
28/05/2019;2522,48
27/05/2019;2519,2
24/05/2019;2517,57
23/05/2019;2510,46
22/05/2019;2509,97
21/05/2019;2503,36
20/05/2019;2497,66
17/05/2019;2497,36
16/05/2019;2496,88
15/05/2019;2491,04
14/05/2019;2488,87
13/05/2019;2484,23
10/05/2019;2491,99
09/05/2019;2493,3
08/05/2019;2496,46
07/05/2019;2496,06
06/05/2019;2496,26
03/05/2019;2505,47
02/05/2019;2503,68
30/04/2019;2508,45
29/04/2019;2498,43
26/04/2019;2498,02
25/04/2019;2491,3
24/04/2019;2492,85
23/04/2019;2493,87
22/04/2019;2491,7
18/04/2019;2492,38
17/04/2019;2486,97
16/04/2019;2483,87
15/04/2019;2487,86
12/04/2019;2483,05
11/04/2019;2486,53
10/04/2019;2481,79
09/04/2019;2481,74
08/04/2019;2480,4
05/04/2019;2484,62
04/04/2019;2485,93
03/04/2019;2486,19
02/04/2019;2482,52
01/04/2019;2481,83
29/03/2019;2482,93
28/03/2019;2476,55
27/03/2019;2474
26/03/2019;2480,79
25/03/2019;2473,97
22/03/2019;2471,35
21/03/2019;2481,89
20/03/2019;2483,05
19/03/2019;2480,17
18/03/2019;2485,35
15/03/2019;2482,77
14/03/2019;2471,01
13/03/2019;2464,92
12/03/2019;2464,68
11/03/2019;2463,5
08/03/2019;2460,08
07/03/2019;2457,1
06/03/2019;2451,69
01/03/2019;2444,36
28/02/2019;2434,56
27/02/2019;2420,88
26/02/2019;2409,46
25/02/2019;2403,94
22/02/2019;2413,9
21/02/2019;2409,82
20/02/2019;2418,27
19/02/2019;2413,19
18/02/2019;2413,49
15/02/2019;2406,91
14/02/2019;2404,01
13/02/2019;2403,97
12/02/2019;2403,81
11/02/2019;2405,91
08/02/2019;2402,61
07/02/2019;2400,83
06/02/2019;2398,71
05/02/2019;2404,14
04/02/2019;2405,57
01/02/2019;2407,87
31/01/2019;2409,69
30/01/2019;2398,05
29/01/2019;2392,97
28/01/2019;2380,57
24/01/2019;2387,99
23/01/2019;2390,37
22/01/2019;2395,49
21/01/2019;2396,42
18/01/2019;2398,21
17/01/2019;2390,51
16/01/2019;2390,77
15/01/2019;2386,35
14/01/2019;2388,03
11/01/2019;2388,43
10/01/2019;2387,98
09/01/2019;2392,57
08/01/2019;2390,14
07/01/2019;2389,3
04/01/2019;2385,1
03/01/2019;2379,19
02/01/2019;2367,76
28/12/2018;2351,59
27/12/2018;2344,94
26/12/2018;2332,14
21/12/2018;2330,08
20/12/2018;2311,48
19/12/2018;2310,03
18/12/2018;2310,14
17/12/2018;2305,49
14/12/2018;2305,39
13/12/2018;2299,15
12/12/2018;2293,65
11/12/2018;2298,56
10/12/2018;2295,93
07/12/2018;2296,03
06/12/2018;2294,61
05/12/2018;2294,96
04/12/2018;2293,69
03/12/2018;2302,1
30/11/2018;2300,48
29/11/2018;2300,05
28/11/2018;2290,54
27/11/2018;2287,26
26/11/2018;2288,07
23/11/2018;2283,67
22/11/2018;2283,03
21/11/2018;2279,64
19/11/2018;2283,02
16/11/2018;2277,63
14/11/2018;2272,16
13/11/2018;2259,91
12/11/2018;2262,11
09/11/2018;2260,28
08/11/2018;2253,85
07/11/2018;2253,28
06/11/2018;2249,32
05/11/2018;2251,56
01/11/2018;2250,63
31/10/2018;2242,45
30/10/2018;2234
29/10/2018;2223,38
26/10/2018;2220,24
25/10/2018;2213,86
24/10/2018;2207,34
23/10/2018;2206,57
22/10/2018;2200,88
19/10/2018;2192,19
18/10/2018;2188,43
17/10/2018;2189,14
16/10/2018;2187,12
15/10/2018;2188,25
11/10/2018;2176,07
10/10/2018;2174,2
09/10/2018;2172,49
08/10/2018;2159,51
05/10/2018;2153,11
04/10/2018;2141,89
03/10/2018;2145,82
02/10/2018;2133,45
01/10/2018;2128,39
28/09/2018;2134,81
27/09/2018;2128,83
26/09/2018;2129,03
25/09/2018;2135,01
24/09/2018;2141,55
21/09/2018;2141,8
20/09/2018;2142,51
19/09/2018;2141,61
18/09/2018;2137,17
17/09/2018;2134,08
14/09/2018;2132,52
13/09/2018;2137,97
12/09/2018;2134,4
11/09/2018;2126,87
10/09/2018;2131,94
06/09/2018;2135,76
05/09/2018;2135,83
04/09/2018;2135,25
03/09/2018;2135,48
31/08/2018;2139,4
30/08/2018;2136,19
29/08/2018;2134,69
28/08/2018;2136,4
27/08/2018;2134,77
24/08/2018;2131,18
23/08/2018;2131,27
22/08/2018;2142,26
21/08/2018;2144,55
20/08/2018;2142,42
17/08/2018;2149,2
16/08/2018;2152,39
15/08/2018;2140,86
14/08/2018;2145,1
13/08/2018;2139,4
10/08/2018;2143,81
09/08/2018;2152,58
08/08/2018;2152,59
07/08/2018;2152,16
06/08/2018;2154,62
03/08/2018;2154,22
02/08/2018;2150,58
01/08/2018;2148,86
31/07/2018;2154,45
30/07/2018;2145,7
27/07/2018;2144,93
26/07/2018;2146,89
25/07/2018;2152,69
24/07/2018;2151,14
23/07/2018;2153,39
20/07/2018;2155,23
19/07/2018;2150,28
18/07/2018;2147,97
17/07/2018;2147,82
16/07/2018;2139,57
13/07/2018;2146,83
12/07/2018;2143,88
11/07/2018;2155,63
10/07/2018;2148,73
06/07/2018;2153,81
05/07/2018;2149,04
04/07/2018;2139,65
03/07/2018;2144,41
02/07/2018;2132,79
29/06/2018;2125,22
28/06/2018;2110,91
27/06/2018;2109,27
26/06/2018;2101,82
25/06/2018;2093,83
22/06/2018;2094,5
